timestamp,text,likes
2025-01-15,$NVDA is looking overvalued,51
2025-01-15,"Incredible earnings, Blackwell is a game changer",233
2025-01-15,$NVDA to the moon! AI demand is skyrocketing,477
2025-01-15,"Incredible earnings, Blackwell is a game changer",456
2025-01-15,"Incredible earnings, Blackwell is a game changer",64
2025-01-16,"Incredible earnings, Blackwell is a game changer",441
2025-01-16,"Incredible earnings, Blackwell is a game changer",454
2025-01-16,Concerned about competition from custom AI chips,350
2025-01-16,$NVDA is looking overvalued,427
2025-01-16,Concerned about competition from custom AI chips,413
2025-01-16,Concerned about competition from custom AI chips,177
2025-01-16,$NVDA to the moon! AI demand is skyrocketing,227
2025-01-16,$NVDA is looking overvalued,440
2025-01-16,"Incredible earnings, Blackwell is a game changer",57
2025-01-17,$NVDA to the moon! AI demand is skyrocketing,356
2025-01-17,$NVDA to the moon! AI demand is skyrocketing,324
2025-01-17,"Incredible earnings, Blackwell is a game changer",144
2025-01-17,$NVDA to the moon! AI demand is skyrocketing,471
2025-01-17,"Incredible earnings, Blackwell is a game changer",116
2025-01-17,"Incredible earnings, Blackwell is a game changer",495
2025-01-17,Concerned about competition from custom AI chips,326
2025-01-17,$NVDA to the moon! AI demand is skyrocketing,45
2025-01-21,$NVDA to the moon! AI demand is skyrocketing,280
2025-01-21,Concerned about competition from custom AI chips,427
2025-01-21,$NVDA to the moon! AI demand is skyrocketing,25
2025-01-21,$NVDA is looking overvalued,297
2025-01-21,$NVDA to the moon! AI demand is skyrocketing,71
2025-01-21,Concerned about competition from custom AI chips,79
2025-01-21,Concerned about competition from custom AI chips,307
2025-01-21,"Incredible earnings, Blackwell is a game changer",478
2025-01-21,"Incredible earnings, Blackwell is a game changer",407
2025-01-21,"Incredible earnings, Blackwell is a game changer",142
2025-01-22,$NVDA is looking overvalued,199
2025-01-22,$NVDA to the moon! AI demand is skyrocketing,131
2025-01-22,$NVDA to the moon! AI demand is skyrocketing,113
2025-01-22,$NVDA is looking overvalued,131
2025-01-22,$NVDA is looking overvalued,151
2025-01-22,$NVDA is looking overvalued,499
2025-01-22,$NVDA is looking overvalued,475
2025-01-22,$NVDA is looking overvalued,128
2025-01-22,$NVDA to the moon! AI demand is skyrocketing,497
2025-01-23,$NVDA to the moon! AI demand is skyrocketing,424
2025-01-23,$NVDA is looking overvalued,221
2025-01-23,$NVDA to the moon! AI demand is skyrocketing,80
2025-01-23,$NVDA to the moon! AI demand is skyrocketing,26
2025-01-23,$NVDA to the moon! AI demand is skyrocketing,136
2025-01-23,$NVDA to the moon! AI demand is skyrocketing,445
2025-01-23,$NVDA to the moon! AI demand is skyrocketing,176
2025-01-23,$NVDA is looking overvalued,480
2025-01-23,Concerned about competition from custom AI chips,301
2025-01-23,"Incredible earnings, Blackwell is a game changer",116
2025-01-23,"Incredible earnings, Blackwell is a game changer",133
2025-01-23,$NVDA to the moon! AI demand is skyrocketing,277
2025-01-24,"Incredible earnings, Blackwell is a game changer",320
2025-01-24,Concerned about competition from custom AI chips,254
2025-01-24,"Incredible earnings, Blackwell is a game changer",375
2025-01-24,$NVDA to the moon! AI demand is skyrocketing,372
2025-01-24,$NVDA to the moon! AI demand is skyrocketing,272
2025-01-24,$NVDA is looking overvalued,119
2025-01-24,$NVDA to the moon! AI demand is skyrocketing,224
2025-01-24,$NVDA to the moon! AI demand is skyrocketing,321
2025-01-24,$NVDA is looking overvalued,58
2025-01-24,$NVDA to the moon! AI demand is skyrocketing,101
2025-01-24,Concerned about competition from custom AI chips,196
2025-01-24,$NVDA to the moon! AI demand is skyrocketing,271
2025-01-24,"Incredible earnings, Blackwell is a game changer",280
2025-01-24,"Incredible earnings, Blackwell is a game changer",467
2025-01-27,$NVDA is looking overvalued,332
2025-01-27,$NVDA to the moon! AI demand is skyrocketing,497
2025-01-27,"Incredible earnings, Blackwell is a game changer",165
2025-01-27,"Incredible earnings, Blackwell is a game changer",93
2025-01-27,$NVDA to the moon! AI demand is skyrocketing,387
2025-01-27,$NVDA is looking overvalued,33
2025-01-27,"Incredible earnings, Blackwell is a game changer",250
2025-01-28,"Incredible earnings, Blackwell is a game changer",229
2025-01-28,$NVDA is looking overvalued,53
2025-01-28,$NVDA is looking overvalued,272
2025-01-28,$NVDA to the moon! AI demand is skyrocketing,444
2025-01-28,Concerned about competition from custom AI chips,115
2025-01-28,$NVDA to the moon! AI demand is skyrocketing,256
2025-01-28,"Incredible earnings, Blackwell is a game changer",253
2025-01-28,Concerned about competition from custom AI chips,370
2025-01-28,"Incredible earnings, Blackwell is a game changer",85
2025-01-28,$NVDA is looking overvalued,11
2025-01-28,"Incredible earnings, Blackwell is a game changer",360
2025-01-28,$NVDA to the moon! AI demand is skyrocketing,459
2025-01-28,$NVDA to the moon! AI demand is skyrocketing,284
2025-01-29,"Incredible earnings, Blackwell is a game changer",447
2025-01-29,Concerned about competition from custom AI chips,439
2025-01-29,$NVDA is looking overvalued,68
2025-01-29,$NVDA to the moon! AI demand is skyrocketing,107
2025-01-29,"Incredible earnings, Blackwell is a game changer",229
2025-01-30,Concerned about competition from custom AI chips,119
2025-01-30,$NVDA is looking overvalued,212
2025-01-30,Concerned about competition from custom AI chips,312
2025-01-30,$NVDA to the moon! AI demand is skyrocketing,135
2025-01-30,"Incredible earnings, Blackwell is a game changer",305
2025-01-31,$NVDA to the moon! AI demand is skyrocketing,200
2025-01-31,$NVDA to the moon! AI demand is skyrocketing,260
2025-01-31,$NVDA to the moon! AI demand is skyrocketing,352
2025-01-31,$NVDA is looking overvalued,435
2025-01-31,Concerned about competition from custom AI chips,347
2025-01-31,Concerned about competition from custom AI chips,461
2025-01-31,Concerned about competition from custom AI chips,341
2025-01-31,"Incredible earnings, Blackwell is a game changer",384
2025-01-31,$NVDA is looking overvalued,297
2025-01-31,$NVDA to the moon! AI demand is skyrocketing,150
2025-02-03,$NVDA to the moon! AI demand is skyrocketing,134
2025-02-03,Concerned about competition from custom AI chips,167
2025-02-03,"Incredible earnings, Blackwell is a game changer",110
2025-02-03,$NVDA is looking overvalued,446
2025-02-03,"Incredible earnings, Blackwell is a game changer",88
2025-02-03,Concerned about competition from custom AI chips,216
2025-02-03,$NVDA is looking overvalued,401
2025-02-03,$NVDA to the moon! AI demand is skyrocketing,415
2025-02-04,$NVDA is looking overvalued,307
2025-02-04,$NVDA to the moon! AI demand is skyrocketing,367
2025-02-04,$NVDA is looking overvalued,76
2025-02-04,"Incredible earnings, Blackwell is a game changer",137
2025-02-04,"Incredible earnings, Blackwell is a game changer",311
2025-02-04,$NVDA to the moon! AI demand is skyrocketing,10
2025-02-04,"Incredible earnings, Blackwell is a game changer",280
2025-02-04,"Incredible earnings, Blackwell is a game changer",146
2025-02-04,$NVDA is looking overvalued,223
2025-02-04,"Incredible earnings, Blackwell is a game changer",39
2025-02-04,"Incredible earnings, Blackwell is a game changer",416
2025-02-04,Concerned about competition from custom AI chips,328
2025-02-04,$NVDA is looking overvalued,51
2025-02-05,$NVDA to the moon! AI demand is skyrocketing,308
2025-02-05,"Incredible earnings, Blackwell is a game changer",393
2025-02-05,$NVDA is looking overvalued,449
2025-02-05,$NVDA to the moon! AI demand is skyrocketing,80
2025-02-05,$NVDA is looking overvalued,448
2025-02-05,$NVDA is looking overvalued,268
2025-02-05,"Incredible earnings, Blackwell is a game changer",104
2025-02-06,$NVDA to the moon! AI demand is skyrocketing,481
2025-02-06,Concerned about competition from custom AI chips,203
2025-02-06,"Incredible earnings, Blackwell is a game changer",133
2025-02-06,$NVDA to the moon! AI demand is skyrocketing,470
2025-02-06,$NVDA to the moon! AI demand is skyrocketing,287
2025-02-06,$NVDA to the moon! AI demand is skyrocketing,166
2025-02-07,$NVDA to the moon! AI demand is skyrocketing,42
2025-02-07,$NVDA to the moon! AI demand is skyrocketing,303
2025-02-07,Concerned about competition from custom AI chips,362
2025-02-07,$NVDA is looking overvalued,215
2025-02-07,$NVDA to the moon! AI demand is skyrocketing,281
2025-02-10,"Incredible earnings, Blackwell is a game changer",467
2025-02-10,$NVDA to the moon! AI demand is skyrocketing,420
2025-02-10,$NVDA is looking overvalued,141
2025-02-10,$NVDA is looking overvalued,234
2025-02-10,$NVDA to the moon! AI demand is skyrocketing,315
2025-02-10,$NVDA is looking overvalued,31
2025-02-10,"Incredible earnings, Blackwell is a game changer",47
2025-02-10,"Incredible earnings, Blackwell is a game changer",473
2025-02-10,"Incredible earnings, Blackwell is a game changer",433
2025-02-10,$NVDA to the moon! AI demand is skyrocketing,190
2025-02-11,$NVDA to the moon! AI demand is skyrocketing,406
2025-02-11,$NVDA is looking overvalued,270
2025-02-11,Concerned about competition from custom AI chips,416
2025-02-11,"Incredible earnings, Blackwell is a game changer",32
2025-02-11,$NVDA to the moon! AI demand is skyrocketing,161
2025-02-11,$NVDA to the moon! AI demand is skyrocketing,225
2025-02-11,$NVDA is looking overvalued,410
2025-02-11,"Incredible earnings, Blackwell is a game changer",16
2025-02-11,$NVDA to the moon! AI demand is skyrocketing,499
2025-02-11,$NVDA is looking overvalued,27
2025-02-12,"Incredible earnings, Blackwell is a game changer",250
2025-02-12,$NVDA to the moon! AI demand is skyrocketing,164
2025-02-12,"Incredible earnings, Blackwell is a game changer",206
2025-02-12,"Incredible earnings, Blackwell is a game changer",280
2025-02-12,"Incredible earnings, Blackwell is a game changer",398
2025-02-12,"Incredible earnings, Blackwell is a game changer",48
2025-02-12,Concerned about competition from custom AI chips,203
2025-02-12,Concerned about competition from custom AI chips,471
2025-02-12,Concerned about competition from custom AI chips,122
2025-02-12,$NVDA to the moon! AI demand is skyrocketing,148
2025-02-12,Concerned about competition from custom AI chips,115
2025-02-12,Concerned about competition from custom AI chips,100
2025-02-13,$NVDA to the moon! AI demand is skyrocketing,175
2025-02-13,$NVDA is looking overvalued,292
2025-02-13,$NVDA to the moon! AI demand is skyrocketing,343
2025-02-13,$NVDA to the moon! AI demand is skyrocketing,384
2025-02-13,$NVDA to the moon! AI demand is skyrocketing,271
2025-02-13,$NVDA to the moon! AI demand is skyrocketing,178
2025-02-13,$NVDA to the moon! AI demand is skyrocketing,459
2025-02-13,$NVDA to the moon! AI demand is skyrocketing,228
2025-02-13,$NVDA to the moon! AI demand is skyrocketing,334
2025-02-13,$NVDA to the moon! AI demand is skyrocketing,337
2025-02-13,"Incredible earnings, Blackwell is a game changer",55
2025-02-13,$NVDA is looking overvalued,470
2025-02-14,$NVDA to the moon! AI demand is skyrocketing,65
2025-02-14,$NVDA is looking overvalued,128
2025-02-14,"Incredible earnings, Blackwell is a game changer",472
2025-02-14,$NVDA is looking overvalued,351
2025-02-14,"Incredible earnings, Blackwell is a game changer",411
2025-02-14,"Incredible earnings, Blackwell is a game changer",184
2025-02-18,$NVDA to the moon! AI demand is skyrocketing,374
2025-02-18,"Incredible earnings, Blackwell is a game changer",210
2025-02-18,$NVDA to the moon! AI demand is skyrocketing,110
2025-02-18,$NVDA to the moon! AI demand is skyrocketing,433
2025-02-18,"Incredible earnings, Blackwell is a game changer",279
2025-02-18,$NVDA to the moon! AI demand is skyrocketing,83
2025-02-18,$NVDA is looking overvalued,344
2025-02-18,Concerned about competition from custom AI chips,413
2025-02-19,$NVDA is looking overvalued,253
2025-02-19,$NVDA is looking overvalued,99
2025-02-19,"Incredible earnings, Blackwell is a game changer",282
2025-02-19,"Incredible earnings, Blackwell is a game changer",25
2025-02-19,Concerned about competition from custom AI chips,137
2025-02-19,$NVDA to the moon! AI demand is skyrocketing,366
2025-02-19,Concerned about competition from custom AI chips,335
2025-02-19,$NVDA to the moon! AI demand is skyrocketing,112
2025-02-19,Concerned about competition from custom AI chips,118
2025-02-19,Concerned about competition from custom AI chips,233
2025-02-19,Concerned about competition from custom AI chips,61
2025-02-20,Concerned about competition from custom AI chips,298
2025-02-20,Concerned about competition from custom AI chips,262
2025-02-20,"Incredible earnings, Blackwell is a game changer",33
2025-02-20,"Incredible earnings, Blackwell is a game changer",445
2025-02-20,$NVDA is looking overvalued,233
2025-02-20,$NVDA is looking overvalued,130
2025-02-20,"Incredible earnings, Blackwell is a game changer",475
2025-02-20,$NVDA to the moon! AI demand is skyrocketing,478
2025-02-20,$NVDA to the moon! AI demand is skyrocketing,150
2025-02-20,$NVDA to the moon! AI demand is skyrocketing,127
2025-02-21,"Incredible earnings, Blackwell is a game changer",231
2025-02-21,Concerned about competition from custom AI chips,134
2025-02-21,$NVDA to the moon! AI demand is skyrocketing,133
2025-02-21,$NVDA is looking overvalued,384
2025-02-21,$NVDA to the moon! AI demand is skyrocketing,177
2025-02-21,$NVDA to the moon! AI demand is skyrocketing,219
2025-02-21,Concerned about competition from custom AI chips,471
2025-02-21,Concerned about competition from custom AI chips,378
2025-02-21,"Incredible earnings, Blackwell is a game changer",96
2025-02-21,$NVDA is looking overvalued,347
2025-02-21,$NVDA is looking overvalued,477
2025-02-24,"Incredible earnings, Blackwell is a game changer",76
2025-02-24,Concerned about competition from custom AI chips,147
2025-02-24,"Incredible earnings, Blackwell is a game changer",409
2025-02-24,Concerned about competition from custom AI chips,389
2025-02-24,"Incredible earnings, Blackwell is a game changer",223
2025-02-24,$NVDA is looking overvalued,486
2025-02-25,Concerned about competition from custom AI chips,76
2025-02-25,"Incredible earnings, Blackwell is a game changer",137
2025-02-25,$NVDA to the moon! AI demand is skyrocketing,446
2025-02-25,$NVDA is looking overvalued,447
2025-02-25,"Incredible earnings, Blackwell is a game changer",70
2025-02-25,Concerned about competition from custom AI chips,14
2025-02-25,$NVDA is looking overvalued,426
2025-02-25,$NVDA to the moon! AI demand is skyrocketing,415
2025-02-25,"Incredible earnings, Blackwell is a game changer",475
2025-02-25,"Incredible earnings, Blackwell is a game changer",490
2025-02-25,Concerned about competition from custom AI chips,392
2025-02-25,$NVDA to the moon! AI demand is skyrocketing,168
2025-02-25,"Incredible earnings, Blackwell is a game changer",446
2025-02-25,Concerned about competition from custom AI chips,266
2025-02-26,$NVDA to the moon! AI demand is skyrocketing,354
2025-02-26,$NVDA is looking overvalued,241
2025-02-26,Concerned about competition from custom AI chips,477
2025-02-26,$NVDA to the moon! AI demand is skyrocketing,390
2025-02-26,Concerned about competition from custom AI chips,381
2025-02-27,"Incredible earnings, Blackwell is a game changer",61
2025-02-27,$NVDA to the moon! AI demand is skyrocketing,237
2025-02-27,"Incredible earnings, Blackwell is a game changer",404
2025-02-27,"Incredible earnings, Blackwell is a game changer",316
2025-02-27,"Incredible earnings, Blackwell is a game changer",442
2025-02-27,$NVDA is looking overvalued,170
2025-02-27,"Incredible earnings, Blackwell is a game changer",458
2025-02-27,Concerned about competition from custom AI chips,48
2025-02-27,$NVDA to the moon! AI demand is skyrocketing,348
2025-02-27,"Incredible earnings, Blackwell is a game changer",38
2025-02-27,Concerned about competition from custom AI chips,252
2025-02-28,Concerned about competition from custom AI chips,118
2025-02-28,Concerned about competition from custom AI chips,414
2025-02-28,"Incredible earnings, Blackwell is a game changer",395
2025-02-28,$NVDA to the moon! AI demand is skyrocketing,97
2025-02-28,$NVDA is looking overvalued,244
2025-02-28,$NVDA is looking overvalued,320
2025-02-28,"Incredible earnings, Blackwell is a game changer",223
2025-03-03,$NVDA is looking overvalued,19
2025-03-03,"Incredible earnings, Blackwell is a game changer",141
2025-03-03,"Incredible earnings, Blackwell is a game changer",158
2025-03-03,Concerned about competition from custom AI chips,288
2025-03-03,$NVDA to the moon! AI demand is skyrocketing,116
2025-03-03,"Incredible earnings, Blackwell is a game changer",146
2025-03-03,$NVDA to the moon! AI demand is skyrocketing,184
2025-03-03,$NVDA is looking overvalued,88
2025-03-03,Concerned about competition from custom AI chips,114
2025-03-03,Concerned about competition from custom AI chips,175
2025-03-03,$NVDA to the moon! AI demand is skyrocketing,110
2025-03-03,$NVDA to the moon! AI demand is skyrocketing,172
2025-03-03,Concerned about competition from custom AI chips,68
2025-03-03,$NVDA to the moon! AI demand is skyrocketing,436
2025-03-04,$NVDA is looking overvalued,319
2025-03-04,"Incredible earnings, Blackwell is a game changer",294
2025-03-04,Concerned about competition from custom AI chips,117
2025-03-04,"Incredible earnings, Blackwell is a game changer",64
2025-03-04,"Incredible earnings, Blackwell is a game changer",413
2025-03-04,"Incredible earnings, Blackwell is a game changer",174
2025-03-04,Concerned about competition from custom AI chips,361
2025-03-04,"Incredible earnings, Blackwell is a game changer",456
2025-03-04,"Incredible earnings, Blackwell is a game changer",60
2025-03-04,"Incredible earnings, Blackwell is a game changer",336
2025-03-04,"Incredible earnings, Blackwell is a game changer",233
2025-03-04,$NVDA to the moon! AI demand is skyrocketing,175
2025-03-05,$NVDA to the moon! AI demand is skyrocketing,337
2025-03-05,$NVDA to the moon! AI demand is skyrocketing,98
2025-03-05,"Incredible earnings, Blackwell is a game changer",444
2025-03-05,"Incredible earnings, Blackwell is a game changer",316
2025-03-05,$NVDA to the moon! AI demand is skyrocketing,311
2025-03-05,$NVDA is looking overvalued,312
2025-03-05,"Incredible earnings, Blackwell is a game changer",132
2025-03-05,Concerned about competition from custom AI chips,400
2025-03-05,Concerned about competition from custom AI chips,484
2025-03-05,Concerned about competition from custom AI chips,10
2025-03-05,$NVDA to the moon! AI demand is skyrocketing,282
2025-03-06,"Incredible earnings, Blackwell is a game changer",388
2025-03-06,"Incredible earnings, Blackwell is a game changer",309
2025-03-06,$NVDA to the moon! AI demand is skyrocketing,481
2025-03-06,$NVDA is looking overvalued,286
2025-03-06,Concerned about competition from custom AI chips,491
2025-03-06,$NVDA is looking overvalued,300
2025-03-06,$NVDA is looking overvalued,372
2025-03-06,$NVDA to the moon! AI demand is skyrocketing,262
2025-03-07,$NVDA is looking overvalued,421
2025-03-07,Concerned about competition from custom AI chips,162
2025-03-07,"Incredible earnings, Blackwell is a game changer",185
2025-03-07,$NVDA to the moon! AI demand is skyrocketing,139
2025-03-07,$NVDA is looking overvalued,325
2025-03-07,"Incredible earnings, Blackwell is a game changer",489
2025-03-07,$NVDA to the moon! AI demand is skyrocketing,443
2025-03-07,"Incredible earnings, Blackwell is a game changer",67
2025-03-07,$NVDA to the moon! AI demand is skyrocketing,175
2025-03-07,$NVDA is looking overvalued,409
2025-03-07,"Incredible earnings, Blackwell is a game changer",396
2025-03-07,"Incredible earnings, Blackwell is a game changer",409
2025-03-07,$NVDA to the moon! AI demand is skyrocketing,484
2025-03-10,$NVDA is looking overvalued,33
2025-03-10,Concerned about competition from custom AI chips,380
2025-03-10,$NVDA to the moon! AI demand is skyrocketing,372
2025-03-10,$NVDA to the moon! AI demand is skyrocketing,141
2025-03-10,$NVDA is looking overvalued,412
2025-03-10,$NVDA is looking overvalued,465
2025-03-10,$NVDA to the moon! AI demand is skyrocketing,222
2025-03-10,$NVDA to the moon! AI demand is skyrocketing,19
2025-03-10,"Incredible earnings, Blackwell is a game changer",50
2025-03-11,"Incredible earnings, Blackwell is a game changer",468
2025-03-11,$NVDA to the moon! AI demand is skyrocketing,459
2025-03-11,$NVDA to the moon! AI demand is skyrocketing,414
2025-03-11,Concerned about competition from custom AI chips,138
2025-03-11,"Incredible earnings, Blackwell is a game changer",327
2025-03-11,Concerned about competition from custom AI chips,428
2025-03-11,"Incredible earnings, Blackwell is a game changer",119
2025-03-11,Concerned about competition from custom AI chips,351
2025-03-12,"Incredible earnings, Blackwell is a game changer",496
2025-03-12,"Incredible earnings, Blackwell is a game changer",176
2025-03-12,$NVDA to the moon! AI demand is skyrocketing,166
2025-03-12,"Incredible earnings, Blackwell is a game changer",409
2025-03-12,"Incredible earnings, Blackwell is a game changer",355
2025-03-12,Concerned about competition from custom AI chips,374
2025-03-13,"Incredible earnings, Blackwell is a game changer",91
2025-03-13,$NVDA to the moon! AI demand is skyrocketing,436
2025-03-13,"Incredible earnings, Blackwell is a game changer",416
2025-03-13,"Incredible earnings, Blackwell is a game changer",404
2025-03-13,Concerned about competition from custom AI chips,177
2025-03-13,$NVDA is looking overvalued,36
2025-03-13,$NVDA is looking overvalued,338
2025-03-13,$NVDA is looking overvalued,41
2025-03-13,"Incredible earnings, Blackwell is a game changer",126
2025-03-13,$NVDA to the moon! AI demand is skyrocketing,251
2025-03-13,$NVDA is looking overvalued,21
2025-03-13,$NVDA is looking overvalued,280
2025-03-13,$NVDA to the moon! AI demand is skyrocketing,409
2025-03-14,"Incredible earnings, Blackwell is a game changer",224
2025-03-14,"Incredible earnings, Blackwell is a game changer",494
2025-03-14,"Incredible earnings, Blackwell is a game changer",493
2025-03-14,"Incredible earnings, Blackwell is a game changer",298
2025-03-14,$NVDA is looking overvalued,85
2025-03-14,$NVDA is looking overvalued,148
2025-03-14,$NVDA is looking overvalued,111
2025-03-14,"Incredible earnings, Blackwell is a game changer",112
2025-03-14,"Incredible earnings, Blackwell is a game changer",87
2025-03-14,"Incredible earnings, Blackwell is a game changer",114
2025-03-14,$NVDA to the moon! AI demand is skyrocketing,150
2025-03-14,"Incredible earnings, Blackwell is a game changer",87
2025-03-14,$NVDA to the moon! AI demand is skyrocketing,364
2025-03-17,$NVDA to the moon! AI demand is skyrocketing,256
2025-03-17,Concerned about competition from custom AI chips,235
2025-03-17,$NVDA to the moon! AI demand is skyrocketing,387
2025-03-17,"Incredible earnings, Blackwell is a game changer",103
2025-03-17,Concerned about competition from custom AI chips,358
2025-03-17,$NVDA is looking overvalued,323
2025-03-17,"Incredible earnings, Blackwell is a game changer",44
2025-03-17,"Incredible earnings, Blackwell is a game changer",154
2025-03-18,"Incredible earnings, Blackwell is a game changer",257
2025-03-18,$NVDA to the moon! AI demand is skyrocketing,161
2025-03-18,Concerned about competition from custom AI chips,115
2025-03-18,$NVDA is looking overvalued,335
2025-03-18,$NVDA is looking overvalued,348
2025-03-18,$NVDA to the moon! AI demand is skyrocketing,324
2025-03-18,$NVDA is looking overvalued,470
2025-03-18,$NVDA to the moon! AI demand is skyrocketing,108
2025-03-18,Concerned about competition from custom AI chips,185
2025-03-18,$NVDA is looking overvalued,229
2025-03-18,$NVDA is looking overvalued,488
2025-03-18,"Incredible earnings, Blackwell is a game changer",128
2025-03-18,$NVDA to the moon! AI demand is skyrocketing,64
2025-03-19,$NVDA to the moon! AI demand is skyrocketing,287
2025-03-19,$NVDA to the moon! AI demand is skyrocketing,108
2025-03-19,"Incredible earnings, Blackwell is a game changer",369
2025-03-19,$NVDA to the moon! AI demand is skyrocketing,239
2025-03-19,"Incredible earnings, Blackwell is a game changer",138
2025-03-19,"Incredible earnings, Blackwell is a game changer",220
2025-03-19,Concerned about competition from custom AI chips,132
2025-03-19,$NVDA to the moon! AI demand is skyrocketing,296
2025-03-19,$NVDA to the moon! AI demand is skyrocketing,226
2025-03-19,$NVDA is looking overvalued,355
2025-03-19,"Incredible earnings, Blackwell is a game changer",206
2025-03-20,"Incredible earnings, Blackwell is a game changer",284
2025-03-20,$NVDA to the moon! AI demand is skyrocketing,239
2025-03-20,$NVDA to the moon! AI demand is skyrocketing,201
2025-03-20,$NVDA is looking overvalued,97
2025-03-20,$NVDA is looking overvalued,147
2025-03-20,$NVDA is looking overvalued,231
2025-03-20,Concerned about competition from custom AI chips,409
2025-03-20,Concerned about competition from custom AI chips,389
2025-03-20,$NVDA to the moon! AI demand is skyrocketing,163
2025-03-20,$NVDA to the moon! AI demand is skyrocketing,86
2025-03-20,Concerned about competition from custom AI chips,123
2025-03-20,"Incredible earnings, Blackwell is a game changer",370
2025-03-21,"Incredible earnings, Blackwell is a game changer",168
2025-03-21,$NVDA to the moon! AI demand is skyrocketing,435
2025-03-21,$NVDA to the moon! AI demand is skyrocketing,143
2025-03-21,"Incredible earnings, Blackwell is a game changer",264
2025-03-21,Concerned about competition from custom AI chips,414
2025-03-21,$NVDA to the moon! AI demand is skyrocketing,295
2025-03-21,$NVDA to the moon! AI demand is skyrocketing,205
